"Date","RegionName","State","Metro","County","City","SizeRank","Zhvi","MoM","QoQ","YoY","5Year","10Year","ZhviRecordCnt","PeakMonth","PeakQuarter","PeakZHVI","PctFallFromPeak","LastTimeAtCurrZHVI","BottomMonth","BottomQuarter","BottomZHVI","PctFallFromPeakToBottom"
2014-02-28,"Hanging Moss E.","MS","Jackson","Hinds","Jackson",4542,75900,-0.0026281208935611,-0.0269230769230769,-0.074390243902439,,,552,"2013-04","2013-Q2",83300,-0.0888355342136855,"2012-10","2014-02","2014-Q1",75900,-0.0888355342136855
2014-02-28,"College Gardens","FL","Jacksonville","Duval","Jacksonville",4543,48200,-0.00823045267489712,-0.0604288499025341,0.00207900207900208,-0.0896706773370708,-0.018338170370462,628,"2006-04","2006-Q2",87600,-0.449771689497717,"2001-03","2011-11","2011-Q4",47000,-0.463470319634703
2014-02-28,"Self Help Neighborhood Council","MO","Kansas City","Jackson","Kansas City",4544,35500,-0.0300546448087432,-0.0989847715736041,-0.185779816513761,,,760,"2010-01","2010-Q1",54600,-0.34981684981685,,"2014-02","2014-Q1",35500,-0.34981684981685
2014-02-28,"Dorchester","MD","Baltimore","Baltimore City","Baltimore",4545,119700,0.0109797297297297,0.0178571428571429,-0.0244498777506112,-0.0269212069180635,0.0375436609880151,508,"2007-08","2007-Q3",143100,-0.163522012578616,"2006-01","2012-02","2012-Q1",100000,-0.301187980433263
2014-02-28,"Chrysler Village","IL","Chicago","Cook","Chicago",4546,111200,0.00815956482320943,0.0460959548447789,0.184238551650692,-0.0589811848617161,-0.0197146914381654,565,"2007-03","2007-Q1",190100,-0.415044713308785,"2002-10","2012-04","2012-Q2",84500,-0.555497106785902
2014-02-28,"Crestview","AL","Mobile","Mobile","Mobile",4547,94300,-0.0104931794333683,-0.0227979274611399,-0.0207684319833853,-0.0594269895479808,0.004678060047832,602,"2008-06","2008-Q2",137200,-0.31268221574344,"2004-08","2014-02","2014-Q1",94300,-0.31268221574344
2014-02-28,"Fodor","OH","Columbus","Franklin","Columbus",4548,317100,-0.00220264317180617,-0.00157430730478589,0.040013119055428,0.012910459049764,0.00370084369810475,511,"2006-02","2006-Q1",336700,-0.0582120582120582,"2004-12","2011-11","2011-Q4",278600,-0.172557172557173
2014-02-28,"Westhampton","VA","Richmond","Richmond City","Richmond",4549,345800,-0.00230813618003462,-0.00888506735454285,0.134142341751394,0.00757214141135831,0.0293250036522912,719,"2006-11","2006-Q4",351100,-0.0150954144118485,"2006-07","2012-09","2012-Q3",294100,-0.162346909712333
2014-02-28,"Stonegate","CA","Sacramento","Yolo","Davis",4550,504500,-0.00767112509834776,-0.016760865328396,0.0915188230203375,0.0219040849863001,0.0066811050903659,759,"2006-01","2006-Q1",624200,-0.191765459788529,"2004-11","2012-07","2012-Q3",421100,-0.325376481896828
2014-02-28,"Fairway Oaks","CA","Bakersfield","Kern","Bakersfield",4551,261700,0.00383582662063675,0.0147343931756495,0.176179775280899,0.0325230887775672,0.0127317879508402,451,"2006-02","2006-Q1",404000,-0.352227722772277,"2004-07","2011-07","2011-Q3",185900,-0.539851485148515
2014-02-28,"Kirkside","MO","Kansas City","Jackson","Kansas City",4552,72900,-0.0148648648648649,-0.0495436766623207,-0.0653846153846154,,,524,"2010-05","2010-Q2",95000,-0.232631578947368,,"2012-04","2012-Q2",68500,-0.278947368421053
2014-02-28,"Loring Heights","GA","Atlanta","Fulton","Atlanta",4553,212800,0.00996677740863787,0.0436488474742521,0.210466439135381,-0.0247434764155956,0.00113487113984734,785,"2006-08","2006-Q3",302400,-0.296296296296296,"2004-09","2011-12","2011-Q4",163100,-0.460648148148148
2014-02-28,"Camp Taylor","KY","Louisville/Jefferson County","Jefferson","Louisville",4554,99100,-0.00502008032128514,0.0081383519837233,0.079520697167756,0.0292414627159756,0.019495139968045,699,"2013-12","2013-Q4",99800,-0.00701402805611222,"2013-12","2014-02","2014-Q1",99100,-0.00701402805611222
2014-02-28,"Cain Road","WA","Olympia","Thurston","Olympia",4555,268000,0.0067618332081142,0.017463933181473,0.0588700118530225,-0.0270597144104311,0.0171013232820034,677,"2006-07","2006-Q3",322900,-0.170021678538247,"2005-04","2012-07","2012-Q3",252300,-0.218643542892536
2014-02-28,"Knoell East","AZ","Phoenix","Maricopa","Chandler",4556,193500,0,0.00833767587285044,0.154534606205251,0.0157003162509384,0.0240970439836343,453,"2006-04","2006-Q2",266900,-0.275009366804046,"2005-04","2011-07","2011-Q3",132400,-0.503934057699513
2014-02-28,"Bayway Isles","FL","Tampa","Pinellas","Saint Petersburg",4557,220400,0.0213160333642261,0.0347417840375587,0.0889328063241107,-0.0125782265804811,-0.00710955064082663,1396,"2006-07","2006-Q3",375500,-0.413049267643142,"2003-06","2012-06","2012-Q2",177800,-0.526498002663116
2014-02-28,"Governor's Square","NC","Charlotte","Mecklenburg","Charlotte",4558,321600,0.0059430716296528,0.0219256434699714,0.0164348925410872,-0.0140632597319773,0.0251361247361406,500,"2008-02","2008-Q1",375800,-0.144225651942523,"2006-09","2011-04","2011-Q2",292400,-0.221926556679085
2014-02-28,"Eagle Ranch","TX","Dallas-Fort Worth","Tarrant","Fort Worth",4559,170300,0.00353565114908662,0.0155038759689922,0.0630461922596754,0.00524900610901446,0.00316661454135292,523,"2006-04","2006-Q2",184000,-0.0744565217391304,"2006-01","2012-12","2012-Q4",156500,-0.14945652173913
2014-02-28,"Estate Groves and Valencia Estates","AZ","Phoenix","Maricopa","Mesa",4560,571200,-0.00902151283830673,-0.0165289256198347,-0.0160206718346253,-0.0187502860671257,0.0100195162150651,457,"2007-07","2007-Q3",846600,-0.325301204819277,"2004-10","2011-06","2011-Q2",455200,-0.462319867706119
2014-02-28,"Ponce De Leon","FL","Tampa","Pinellas","Saint Petersburg",4561,83400,0.0145985401459854,0.0490566037735849,0.235555555555556,-0.0396532704950779,-0.0190621563974546,458,"2006-09","2006-Q3",156100,-0.465727098014094,"2003-03","2012-02","2012-Q1",62700,-0.598334401024984
2014-02-28,"Vista Del Monte","AZ","Tucson","Pima","Tucson",4562,141800,-0.0139082058414465,-0.0307587149692413,0.0874233128834356,-0.0376553987389293,0.0063517763852543,434,"2006-05","2006-Q2",200200,-0.291708291708292,"2004-07","2012-07","2012-Q3",125300,-0.374125874125874
2014-02-28,"Central Business District","AL","Mobile","Mobile","Mobile",4563,132600,-0.00150602409638554,0,-0.0740223463687151,,,425,"2009-10","2009-Q4",177100,-0.251270468661773,"2005-11","2013-12","2013-Q4",132400,-0.252399774138905
2014-02-28,"Marlborough Mesa","AZ","Phoenix","Maricopa","Mesa",4564,187600,-0.00106496272630458,0.0135062128579146,0.135593220338983,0.0019301022926379,0.0200645381086186,564,"2006-08","2006-Q3",263600,-0.288315629742033,"2005-03","2011-01","2011-Q1",129200,-0.509863429438543
2014-02-28,"Priest Lake Meadows Homeowners","TN","Nashville","Davidson","Nashville",4565,126900,0.000788643533123028,0.00316205533596838,0.0496277915632754,-0.00874904302022728,0.00231445513736639,496,"2007-04","2007-Q2",147800,-0.141407307171854,"2004-09","2012-06","2012-Q2",116400,-0.212449255751015
2014-02-28,"Southwood Park","IN","Fort Wayne","Allen","Fort Wayne",4566,91700,0.0121412803532009,0.0234375,0.0504009163802978,-0.0159966199051306,-0.000435161689558927,566,"2006-08","2006-Q3",108000,-0.150925925925926,"2004-02","2012-10","2012-Q4",86100,-0.202777777777778
2014-02-28,"Hickory Hill","VA","Richmond","Richmond City","Richmond",4567,72600,-0.00683994528043776,-0.0241935483870968,-0.0644329896907216,-0.0454290151601553,-0.000412286704855269,422,"2008-03","2008-Q1",101000,-0.281188118811881,"2004-02","2012-02","2012-Q1",70300,-0.303960396039604
2014-02-28,"Adobe Meadow - Meadow Park","CA","San Jose","Santa Clara","Palo Alto",4568,1809600,0.00315982038915683,0.016857720836143,0.238095238095238,0.100965702359758,0.079999347519234,573,"2014-02","2014-Q1",1809600,0,"2014-02",,,,
2014-02-28,"Lake Davis-Greenwood","FL","Orlando","Orange","Orlando",4569,227500,0.00485865724381625,0.0169870362092088,0.201796090861067,0.0238587589190968,0.0144472698309359,477,"2006-04","2006-Q2",300300,-0.242424242424242,"2004-12","2011-07","2011-Q3",150900,-0.497502497502497
2014-02-28,"Providence Park","VA","Richmond","Richmond City","Richmond",4570,76700,-0.00904392764857881,-0.0229299363057325,0.0185922974767596,-0.00962448056157639,0.0116667256835532,456,"2007-07","2007-Q3",92100,-0.167209554831705,"2005-12","2012-07","2012-Q3",72800,-0.209554831704669
2014-02-28,"Richardson Heights","TX","Dallas-Fort Worth","Dallas","Richardson",4571,174500,0.00867052023121387,0.0301062573789847,0.0851990049751244,0.0257093461064692,0.0237446247772524,781,"2014-02","2014-Q1",174500,0,"2014-02",,,,
2014-02-28,"Rosebank","TN","Nashville","Davidson","Nashville",4572,172100,0.00291375291375291,0.00525700934579439,0.0776455854727614,0.0292453661072174,0.0436145164380297,482,"2014-02","2014-Q1",172100,0,"2014-02",,,,
2014-02-28,"Bannister Ares","MO","Kansas City","Jackson","Kansas City",4573,79000,-0.00378310214375788,-0.0377588306942753,-0.153269024651661,,,489,"2010-05","2010-Q2",114000,-0.307017543859649,,"2011-10","2011-Q4",77100,-0.323684210526316
2014-02-28,"South Orange","FL","Orlando","Orange","Orlando",4574,85700,0.0190249702734839,0.0106132075471698,0.0959079283887468,-0.0574472419649656,-0.011079154985758,439,"2006-04","2006-Q2",194700,-0.559835644581407,"2001-12","2012-06","2012-Q2",68500,-0.648176682074987
2014-02-28,"Reid Park","NC","Charlotte","Mecklenburg","Charlotte",4575,66900,0.0136363636363636,0.0404354587869362,0.04858934169279,-0.0537813439602914,-0.0270414371815687,554,"2007-09","2007-Q3",104100,-0.357348703170029,"1998-04","2013-08","2013-Q3",62200,-0.402497598463016
2014-02-28,"Northeast Garland","TX","Dallas-Fort Worth","Dallas","Garland",4576,118800,0.00677966101694915,0.0206185567010309,0.0588235294117647,0.0072246936051108,0.000675906568255336,560,"2007-08","2007-Q3",130600,-0.0903522205206738,"2004-03","2012-04","2012-Q2",100100,-0.23353751914242
2014-02-28,"Guilbeau Park","TX","San Antonio","Bexar","San Antonio",4577,124300,0.00729335494327391,0.0238879736408567,0.052497883149873,0.00807619746119714,0.0216850053748194,584,"2008-01","2008-Q1",137900,-0.0986221899927484,"2006-10","2013-01","2013-Q1",116600,-0.154459753444525
2014-02-28,"Enchanted Park","NM","Albuquerque","Bernalillo","Albuquerque",4578,177700,-0.00168539325842697,0.00679886685552408,0.0242074927953891,-0.0102563409397417,0.0248664180081544,501,"2007-11","2007-Q4",196400,-0.095213849287169,"2006-08","2012-06","2012-Q2",166000,-0.154786150712831
2014-02-28,"Stardust Skies Park","NM","Albuquerque","Bernalillo","Albuquerque",4579,210600,0.0076555023923445,0.00525059665871122,-0.0418562329390355,-0.0290919152177361,0.0234678141015028,441,"2007-03","2007-Q1",266800,-0.210644677661169,"2005-11","2011-11","2011-Q4",194900,-0.269490254872564
2014-02-28,"White Lake Hills","TX","Dallas-Fort Worth","Tarrant","Fort Worth",4580,126900,0.00554675118858954,0.0250403877221325,0.134048257372654,-0.000942953115661949,-0.000706467056864168,440,"2007-02","2007-Q1",144700,-0.123013130615066,"2006-05","2012-11","2012-Q4",109000,-0.246717346233587
2014-02-28,"Westlake","CA","Sacramento","Sacramento","Sacramento",4581,334200,-0.0026857654431513,0.00571772494733674,0.217486338797814,0.0193913302479873,-0.0129167867876178,1323,"2005-12","2005-Q4",526400,-0.365121580547112,"2002-10","2011-12","2011-Q4",228000,-0.566869300911854
2014-02-28,"Horsethief Canyon Ranch","CA","Riverside","Riverside","Corona",4582,336800,0.00808141275067345,0.0343980343980344,0.323379174852652,0.0660636272594173,0.000178322036850087,1953,"2006-04","2006-Q2",492100,-0.315586262954684,"2004-03","2012-05","2012-Q2",223200,-0.54643365169681
2014-02-28,"New West","TX","Dallas-Fort Worth","Dallas","Garland",4583,91100,0.00662983425414365,0.0328798185941043,0.200263504611331,0.00971714433840432,-0.00838183856654595,406,"2005-08","2005-Q3",106700,-0.146204311152765,"2003-11","2012-06","2012-Q2",71200,-0.332708528584817
2014-02-28,"North Roland Park - Poplar Hill","MD","Baltimore","Baltimore City","Baltimore",4584,552900,0.00272034820457019,0.00637058609392064,0.0334579439252336,-0.0212231102155734,0.0197687890434031,474,"2008-04","2008-Q2",647800,-0.146495832046928,"2005-05","2012-02","2012-Q1",480100,-0.2588761963569
2014-02-28,"Tanoan","NM","Albuquerque","Bernalillo","Albuquerque",4585,325800,0.00586600802716888,0.0206766917293233,-0.00214395099540582,-0.0275289949264559,0.0221893081571678,667,"2007-09","2007-Q3",404100,-0.193763919821826,"2005-07","2011-09","2011-Q3",301600,-0.253650086612225
2014-02-28,"Peppertree-Royal Oak","NM","Albuquerque","Bernalillo","Albuquerque",4586,369400,-0.00108166576527853,0.0181918412348401,-0.0211976682564918,-0.021354484591492,0.0249200054430712,465,"2007-04","2007-Q2",442800,-0.16576332429991,"2005-11","2012-02","2012-Q1",336500,-0.240063233965673
2014-02-28,"Country Club Heights","CA","San Francisco","San Mateo","San Mateo",4587,1219600,0.00760079312623926,0.0357537154989384,0.258227586918395,0.0789463716849543,0.0519020100019998,521,"2014-02","2014-Q1",1219600,0,"2014-02",,,,
2014-02-28,"Glen Afton & Island","NJ","Trenton","Mercer","Trenton",4588,140300,0.00429491768074445,0.00501432664756447,0.0225947521865889,-0.0562485825999487,-0.0249340462374614,409,"2007-11","2007-Q4",221200,-0.365732368896926,"2002-07","2013-05","2013-Q2",135700,-0.386528028933092
2014-02-28,"Linworth Village","OH","Columbus","Franklin","Columbus",4589,258300,0.00388651379712398,0.00741029641185647,0.134885764499121,0.0129547690707257,0.00864329532243402,547,"2006-08","2006-Q3",259600,-0.00500770416024653,"2006-07","2012-08","2012-Q3",224000,-0.13713405238829
2014-02-28,"Wagon Wheel","OK","Tulsa","Tulsa","Tulsa",4590,67500,-0.0014792899408284,-0.00442477876106195,-0.0102639296187683,-0.015813781877737,-0.000148027559882857,553,"2008-09","2008-Q3",73400,-0.0803814713896458,"2005-04","2014-02","2014-Q1",67500,-0.0803814713896458
2014-02-28,"Park East","CO","Boulder","Boulder","Boulder",4591,404000,0.000743126083725539,0.0107580685514136,0.104428649535265,0.0299373230425746,0.0337090934014821,552,"2014-02","2014-Q1",404000,0,"2014-02",,,,
2014-02-28,"Greater Woodlawn","FL","Tampa","Pinellas","Saint Petersburg",4592,184400,0.0204759269507471,0.0603795284646348,0.125076266015863,-0.000865427519322948,0.00780889925809114,539,"2006-07","2006-Q3",255300,-0.277712495103799,"2005-01","2012-01","2012-Q1",128100,-0.498237367802585
2014-02-28,"Tuxedo Park","GA","Atlanta","Fulton","Atlanta",4593,1568300,0.00448344328444245,0.0340894105235395,0.109201499398826,0.0193918183892239,0.018206067295973,407,"2014-02","2014-Q1",1568300,0,"2014-02",,,,
2014-02-28,"Woodberry","MD","Baltimore","Baltimore City","Baltimore",4594,149000,0.00472016183412003,0.0108548168249661,0.0122282608695652,-0.0264834576802396,,627,"2006-11","2006-Q4",177200,-0.159142212189616,"2006-03","2012-02","2012-Q1",123000,-0.305869074492099
2014-02-28,"Tiburon","AZ","Phoenix","Maricopa","Chandler",4595,222000,-0.00448430493273543,-0.00715563506261181,0.145510835913313,0.00907052123923835,0.0270472056361073,456,"2006-03","2006-Q1",305000,-0.272131147540984,"2005-04","2011-08","2011-Q3",148100,-0.514426229508197
2014-02-28,"Palma Ceia West","FL","Tampa","Hillsborough","Tampa",4596,309500,0.00683148991541965,0.0238173999338406,0.119349005424955,0.0388480350039146,0.028710590119801,583,"2006-10","2006-Q4",357000,-0.133053221288515,"2005-05","2011-12","2011-Q4",205600,-0.424089635854342
2014-02-28,"Morningside","MO","Kansas City","Jackson","Kansas City",4597,232600,-0.00428082191780822,-0.0152413209144793,0.00475161987041037,,,681,"2010-01","2010-Q1",267200,-0.129491017964072,,"2011-09","2011-Q3",211500,-0.208458083832335
2014-02-28,"Culbreath","FL","Tampa","Hillsborough","Tampa",4598,515600,0.00585251658213032,0.0207879627796476,0.109294320137694,0.031236980942613,0.0170036316465654,585,"2006-04","2006-Q2",663000,-0.222322775263952,"2005-01","2010-12","2010-Q4",388500,-0.414027149321267
2014-02-28,"Prestonia","KY","Louisville/Jefferson County","Jefferson","Louisville",4599,101800,-0.00196078431372549,-0.00488758553274682,0.0604166666666667,0.0211174276621269,0.0165374981002839,800,"2013-12","2013-Q4",102300,-0.00488758553274682,"2013-10","2014-02","2014-Q1",101800,-0.00488758553274682
2014-02-28,"Downtown","FL","Tampa","Hillsborough","Tampa",4600,200100,-0.00298953662182362,-0.00249252243270189,0.0717728976968399,0.0246054797401849,0.0282817342694546,603,"2006-10","2006-Q4",241300,-0.170741815167841,"2005-08","2011-08","2011-Q3",142600,-0.409034397016162
2014-02-28,"Washington Addition","MS","Jackson","Hinds","Jackson",4601,41300,-0.0305164319248826,-0.0739910313901345,-0.111827956989247,,,781,"2009-07","2009-Q3",64100,-0.355694227769111,"2008-12","2014-02","2014-Q1",41300,-0.355694227769111
2014-02-28,"Eastern Hills","TX","Dallas-Fort Worth","Tarrant","Fort Worth",4602,124500,0.0146699266503667,0.0418410041841004,0.135948905109489,-0.00568487817634722,-0.00024064504339194,568,"2007-02","2007-Q1",142100,-0.123856439127375,"2004-02","2011-12","2011-Q4",107600,-0.242786769880366
2014-02-28,"Alvarado Park","NM","Albuquerque","Bernalillo","Albuquerque",4603,156800,0.000638162093171666,0,0.0302233902759527,-0.0170740540772103,0.0249932301052076,515,"2007-03","2007-Q1",181800,-0.137513751375138,"2006-05","2012-05","2012-Q2",139600,-0.232123212321232
2014-02-28,"Lake Trace","MS","Jackson","Hinds","Jackson",4604,143800,0.00069589422407794,-0.00415512465373961,-0.00208188757807078,-0.015522718417747,0.0146792418593595,592,"2009-10","2009-Q4",169800,-0.153121319199058,"2007-04","2011-10","2011-Q4",137400,-0.190812720848057
2014-02-28,"Swisshelm Park","PA","Pittsburgh","Allegheny","Pittsburgh",4605,161300,0.0131909547738693,0.0535597648595689,0.159597411933861,0.0685261659849314,0.0586781575905173,602,"2014-02","2014-Q1",161300,0,"2014-02",,,,
2014-02-28,"Waycroft-Woodlawn","VA","Washington","Arlington","Arlington",4606,790300,0.00662336008151828,0.0162016201620162,0.080530489472245,0.0414369636784064,0.037880894380921,552,"2014-02","2014-Q1",790300,0,"2014-02",,,,
2014-02-28,"South of Main","OH","Columbus","Franklin","Columbus",4607,43600,0.00460829493087558,0.0163170163170163,-0.0743099787685775,-0.0721464231553398,-0.0382547230712902,432,"2006-03","2006-Q1",73500,-0.406802721088435,,"2013-11","2013-Q4",42900,-0.416326530612245
2014-02-28,"Elizabeth Park","TN","Nashville","Davidson","Nashville",4608,63200,0.00636942675159236,0.00636942675159236,0.00317460317460317,-0.0289508790447647,-0.00203402083514848,434,"2007-09","2007-Q3",76800,-0.177083333333333,"2003-12","2013-07","2013-Q3",62600,-0.184895833333333
2014-02-28,"Stop Six Sunrise Edition","TX","Dallas-Fort Worth","Tarrant","Fort Worth",4609,54300,0.0206766917293233,0.0731225296442688,0.225733634311512,-0.00965846270272963,0.0109439715754869,440,"2009-02","2009-Q1",57000,-0.0473684210526316,"2008-09","2012-05","2012-Q2",40800,-0.284210526315789
2014-02-28,"Florence Park","OK","Tulsa","Tulsa","Tulsa",4610,171900,0.0029171528588098,0.00526315789473684,0.0558968058968059,0.0237022981549968,0.0173039516344005,722,"2014-02","2014-Q1",171900,0,"2014-02",,,,
